Data,Pattern,Order,Call Count,Enumerate time (seconds)
patents,query_sparse_8_118,DPiso,45038,0.00547293
patents,query_sparse_8_193,VF2++,32273,0.00275012
patents,query_sparse_16_7,ORBIT,382915886,27.35064548
patents,query_dense_32_68,VF2++,4515,0.00078893
patents,query_dense_24_88,DPiso,237066,0.01372621
patents,query_sparse_8_126,GraphQL,236852,0.02427385
patents,query_sparse_8_199,TurboISO,20604,0.00267805
patents,query_dense_32_169,ORBIT,2338,0.00062242
patents,query_sparse_16_150,DPiso,5271126,0.15740448
patents,query_dense_4_172,VF2++,86093,0.00487716
patents,query_sparse_24_76,ORBIT,9090011128,310.59982976
patents,query_dense_24_55,GraphQL,701,0.00073041
patents,query_sparse_8_25,ORBIT,16213,0.00158919
patents,query_dense_24_108,VF2++,2967426,0.06160214
patents,query_dense_32_188,ORBIT,1433,0.00059332
patents,query_sparse_16_63,ORBIT,313111346,7.0961772
patents,query_sparse_16_197,DPiso,95370477,3.08868487
patents,query_sparse_8_150,TurboISO,696551,0.08422416
patents,query_sparse_8_163,GraphQL,15985,0.00241221
patents,query_dense_32_195,TurboISO,91463,0.00481117
patents,query_sparse_16_110,TurboISO,678935975,24.43626847
patents,query_dense_8_190,ORBIT,5071,0.00104475
patents,query_dense_32_184,GraphQL,670126667,41.28465835
patents,query_dense_32_53,VF2++,1681199698,56.10140645
patents,query_sparse_16_41,TurboISO,2035514151,66.915496
patents,query_dense_8_141,VF2++,15404,0.0024867
patents,query_dense_16_77,TurboISO,213948865,9.54883522
patents,query_dense_16_65,VF2++,29527852,1.7643209
patents,query_dense_24_174,TurboISO,23839344837,1154.73191274
patents,query_sparse_8_191,TurboISO,4787,0.00117368
patents,query_dense_32_10,ORBIT,991,0.00081335
patents,query_dense_16_66,ORBIT,99143,0.00573283
patents,query_sparse_24_79,VF2++,10556974181,326.0168183
patents,query_dense_16_153,DPiso,432063504,15.09818569
patents,query_sparse_8_135,GraphQL,25614,0.00344774
patents,query_sparse_16_25,DPiso,3386062,0.14975707
patents,query_sparse_24_140,ORBIT,1165305710,25.79895896
patents,query_sparse_24_183,GraphQL,1342598207,39.88604071
patents,query_dense_24_38,GraphQL,169,0.00053987
patents,query_sparse_8_165,GraphQL,5961746,0.3944215
patents,query_sparse_32_86,DPiso,57828,0.00337739
patents,query_sparse_24_71,DPiso,6806533500,226.18323265
patents,query_sparse_8_152,DPiso,15609,0.0018645
patents,query_sparse_24_128,TurboISO,121215783,5.63183028
patents,query_dense_24_183,ORBIT,34230282,1.50719202
patents,query_dense_4_111,DPiso,92564,0.00501516
patents,query_sparse_32_169,GraphQL,39474117564,1414.45344388
patents,query_dense_16_62,GraphQL,6744160,0.23903539
patents,query_dense_8_165,GraphQL,18867,0.00242965
patents,query_sparse_8_44,VF2++,39051,0.00243324
patents,query_sparse_8_20,VF2++,53464,0.0070144
patents,query_dense_16_33,GraphQL,31624,0.00215688
patents,query_dense_24_184,GraphQL,7220,0.00099794
patents,query_dense_32_53,GraphQL,1490640345,55.52373797
patents,query_dense_16_3,GraphQL,9900767,0.69082996
patents,query_dense_8_89,DPiso,32039,0.00463945
patents,query_dense_16_151,TurboISO,245,0.0005652
patents,query_dense_4_51,ORBIT,84807,0.00569985
patents,query_dense_16_106,DPiso,9125,0.00132638
patents,query_dense_8_113,DPiso,2360,0.00090365
patents,query_sparse_24_22,TurboISO,4626170711,188.02085686
patents,query_dense_24_188,VF2++,49460054,2.72368685
patents,query_sparse_8_33,VF2++,24502,0.00379104
patents,query_dense_4_183,TurboISO,29464,0.00454814
patents,query_dense_16_163,DPiso,741,0.00057379
patents,query_dense_4_35,ORBIT,87925,0.00472423
patents,query_dense_4_58,GraphQL,54898,0.00590214
patents,query_dense_8_82,VF2++,3549,0.00102816
patents,query_sparse_32_165,ORBIT,21192976340,554.50883279
patents,query_dense_4_107,TurboISO,91774,0.00519857
patents,query_sparse_8_144,DPiso,23269,0.00159699
patents,query_sparse_8_170,ORBIT,5033322,0.21743562
patents,query_dense_16_88,GraphQL,304172,0.02123219
patents,query_dense_8_18,GraphQL,15425,0.00342346
patents,query_sparse_16_12,GraphQL,68670426,2.41250581
patents,query_sparse_8_62,ORBIT,23855,0.00278537
patents,query_sparse_8_40,ORBIT,17803,0.00201232
patents,query_dense_16_105,ORBIT,91165,0.00661028
patents,query_dense_4_95,DPiso,32771,0.00416782
patents,query_dense_32_142,DPiso,18844680519,433.90835985
patents,query_dense_16_8,DPiso,495,0.00054442
patents,query_dense_4_37,ORBIT,31657,0.00399619
patents,query_dense_24_17,DPiso,480128,0.02938681
patents,query_sparse_8_108,DPiso,28166,0.00231071
patents,query_sparse_8_184,DPiso,42014,0.00269691
patents,query_dense_32_10,VF2++,1939612,0.41159916
patents,query_dense_4_64,ORBIT,27417,0.00397503
patents,query_sparse_16_115,DPiso,121920151,6.44935905
patents,query_dense_8_125,DPiso,6874,0.00131731
patents,query_dense_16_25,VF2++,5819859,0.45405668
patents,query_dense_32_38,GraphQL,3495,0.0006298
patents,query_dense_16_98,VF2++,73314762,19.11365546
patents,query_dense_8_81,TurboISO,17221,0.00303623
patents,query_sparse_16_77,GraphQL,658888089,30.00160483
patents,query_sparse_24_180,ORBIT,8523345358,291.27689449
patents,query_dense_32_112,DPiso,3038,0.00074985
patents,query_dense_8_192,DPiso,25586,0.00243239
patents,query_dense_24_94,GraphQL,30,0.00054396
patents,query_dense_24_52,TurboISO,681838686,22.20416479
patents,query_sparse_8_83,GraphQL,7462,0.00127566
patents,query_dense_24_6,DPiso,97084401,8.25966589
patents,query_dense_8_158,TurboISO,709509,0.07844716
patents,query_dense_16_88,DPiso,1157144,0.09720207
patents,query_dense_4_3,TurboISO,92852,0.00541649
patents,query_dense_8_120,GraphQL,6762,0.00158785
patents,query_dense_24_68,GraphQL,573,0.00058482
patents,query_dense_8_137,TurboISO,9175,0.00170886
patents,query_dense_8_107,DPiso,341687,0.05428305
patents,query_dense_24_76,ORBIT,109046249,5.02353733
patents,query_sparse_8_179,TurboISO,161981,0.01604462
patents,query_sparse_24_90,VF2++,19363682386,1382.91861024
patents,query_sparse_8_77,DPiso,8080,0.00117262
patents,query_dense_4_101,VF2++,87391,0.00479643
patents,query_dense_16_16,ORBIT,1750,0.00072255
patents,query_dense_4_173,ORBIT,48320,0.00538898
patents,query_dense_8_181,TurboISO,13007,0.00215033
patents,query_sparse_16_157,ORBIT,171631471,5.4534405
patents,query_dense_8_166,ORBIT,15666,0.00232966
patents,query_dense_8_66,ORBIT,2013,0.0008495
patents,query_dense_32_142,VF2++,18460364066,1311.08488701
patents,query_dense_32_90,TurboISO,1403864,0.03900594
patents,query_sparse_24_192,DPiso,3471544529,117.07004232
patents,query_sparse_16_59,ORBIT,14227776,0.56760001
patents,query_dense_24_87,TurboISO,31371311,1.84867069
patents,query_dense_4_95,VF2++,32314,0.00486944
patents,query_sparse_8_4,DPiso,2389199,0.1478963
patents,query_dense_32_86,DPiso,684,0.00059794
patents,query_dense_8_188,ORBIT,17567,0.00280412
patents,query_dense_16_118,TurboISO,348140,0.01059591
patents,query_dense_4_195,TurboISO,91520,0.00498518
patents,query_dense_32_117,VF2++,173,0.00056907
patents,query_dense_16_42,DPiso,7863,0.00110136
patents,query_sparse_8_124,GraphQL,471103,0.02516475
patents,query_dense_8_14,DPiso,1149,0.00068469
patents,query_dense_4_174,GraphQL,88326,0.00495372
patents,query_dense_16_160,DPiso,149779,0.00698225
patents,query_dense_16_29,GraphQL,197,0.00054031
patents,query_dense_24_3,ORBIT,3392786307,169.6818267
patents,query_dense_16_75,ORBIT,275,0.00054507
patents,query_dense_32_60,DPiso,58405,0.00685989
patents,query_dense_8_56,DPiso,19347,0.0032976
patents,query_sparse_16_128,DPiso,26388337,1.00864377
patents,query_dense_16_139,ORBIT,315,0.00059414
patents,query_dense_8_189,TurboISO,2695105,0.16917086
patents,query_sparse_16_160,VF2++,12564970,0.47034615
patents,query_dense_24_106,DPiso,10681,0.00094536
patents,query_dense_24_11,TurboISO,3317382906,66.19132909
patents,query_sparse_16_12,VF2++,90540531,2.39234427
patents,query_dense_16_62,VF2++,13434161,0.573834
patents,query_dense_8_75,GraphQL,1600,0.00081061
patents,query_dense_4_18,DPiso,28073,0.00334553
patents,query_sparse_16_157,DPiso,175141779,6.14647406
patents,query_dense_4_161,VF2++,101433,0.0067423
patents,query_sparse_24_54,DPiso,32510692333,1132.1746453
patents,query_dense_24_49,DPiso,3259751,0.13248269
patents,query_dense_4_119,VF2++,31333,0.00383503
patents,query_sparse_8_75,VF2++,7500,0.00120586
patents,query_dense_16_166,ORBIT,1558372,0.06259832
patents,query_dense_8_187,TurboISO,22606,0.002633
patents,query_dense_32_128,VF2++,152737,0.01081206
patents,query_sparse_16_133,ORBIT,236138707,8.3758928
patents,query_dense_16_164,VF2++,18748,0.00323029
patents,query_dense_4_53,VF2++,88681,0.00498184
patents,query_dense_8_185,ORBIT,8172,0.00147396
patents,query_dense_24_42,ORBIT,7852798239,321.05455879
patents,query_dense_4_8,GraphQL,17539,0.0019447
patents,query_dense_16_195,TurboISO,848662,0.03308171
patents,query_sparse_16_75,GraphQL,11930403,0.37508672
patents,query_dense_16_46,ORBIT,12288615,0.59364683
patents,query_dense_24_168,GraphQL,155,0.00054188
patents,query_sparse_16_184,DPiso,152300683,8.06887222
patents,query_dense_4_114,TurboISO,92013,0.00512871
patents,query_dense_16_94,VF2++,651,0.00079342
patents,query_dense_4_42,GraphQL,87269,0.00467614
patents,query_dense_4_181,VF2++,96821,0.00647483
patents,query_dense_8_55,ORBIT,23376,0.00369699
patents,query_dense_8_100,ORBIT,3464,0.00088486
patents,query_dense_4_140,DPiso,86617,0.00512021
patents,query_dense_4_111,VF2++,87470,0.00496961
patents,query_dense_4_106,ORBIT,17905,0.00263122
patents,query_dense_4_24,TurboISO,32577,0.00500824
patents,query_sparse_32_4,VF2++,40116097222,786.56856342
patents,query_dense_8_68,ORBIT,957,0.00082817
patents,query_sparse_8_95,ORBIT,14597,0.00279387
patents,query_dense_32_35,DPiso,13901882562,912.15203421
patents,query_sparse_16_179,ORBIT,1398817403,61.17610183
patents,query_sparse_16_54,DPiso,46484645,2.21553981
patents,query_dense_16_6,GraphQL,1094924,0.04916963
patents,query_sparse_16_143,VF2++,283213706,11.597766
patents,query_dense_32_66,GraphQL,26324792805,991.27082989
patents,query_dense_8_170,ORBIT,4805578,0.2373034
patents,query_dense_4_133,TurboISO,31348,0.00505429
patents,query_sparse_8_119,DPiso,217222,0.01539273
patents,query_sparse_16_22,DPiso,422333443,14.46898118
patents,query_dense_24_17,VF2++,93703,0.00605015
patents,query_sparse_16_167,GraphQL,3933800695,146.63695238
patents,query_sparse_8_184,GraphQL,40996,0.00256535
patents,query_dense_16_165,TurboISO,19717437,0.64108963
patents,query_dense_24_193,TurboISO,6067643484,143.07250463
patents,query_dense_32_120,ORBIT,110512,0.00514843
patents,query_dense_16_106,TurboISO,793,0.00067806
patents,query_dense_24_72,GraphQL,1640980806,82.41325293
patents,query_dense_8_175,GraphQL,7274,0.00145773
patents,query_sparse_16_66,VF2++,57632706,2.40194673
patents,query_sparse_16_124,DPiso,14365291,0.6154926
patents,query_sparse_8_172,ORBIT,6459,0.00116468
patents,query_dense_32_121,TurboISO,2421,0.00075614
patents,query_dense_16_49,TurboISO,205725496,19.89693935
patents,query_sparse_8_75,ORBIT,7472,0.00119494
patents,query_sparse_16_67,VF2++,242620200,14.99958562
patents,query_dense_8_26,TurboISO,6680,0.00137652
patents,query_sparse_8_38,TurboISO,53851,0.00769134
patents,query_dense_16_196,GraphQL,12119812,0.61715984
patents,query_dense_32_46,TurboISO,3045,0.00078038
patents,query_dense_8_2,ORBIT,391,0.00059013
patents,query_sparse_8_33,ORBIT,11643,0.00140084
patents,query_dense_4_121,DPiso,29202,0.00366583
patents,query_sparse_24_9,GraphQL,323488948,10.25882692
patents,query_dense_4_28,TurboISO,92043,0.00494587
patents,query_dense_8_124,TurboISO,5164,0.00105596
patents,query_dense_16_157,DPiso,28886816,1.05721661
patents,query_sparse_24_105,VF2++,8593785635,360.02203911
patents,query_sparse_8_10,ORBIT,13531,0.00177122
patents,query_dense_4_133,DPiso,31234,0.00450515
patents,query_sparse_8_138,VF2++,39443,0.00612955
patents,query_dense_16_121,DPiso,1287749,0.0477633
patents,query_dense_16_133,VF2++,23519311,0.78379943
patents,query_sparse_16_126,VF2++,94501010,5.90301761
patents,query_dense_24_196,ORBIT,78,0.00048682
patents,query_dense_8_11,ORBIT,1093,0.00073733
patents,query_dense_8_150,DPiso,12057,0.00196344
patents,query_sparse_24_130,TurboISO,15897871452,387.19200021
patents,query_sparse_16_151,TurboISO,26673013,1.41456041
patents,query_sparse_24_120,DPiso,915814974,31.52464161
patents,query_dense_8_13,ORBIT,7355,0.00143871
patents,query_dense_8_129,GraphQL,9378,0.00133861
patents,query_sparse_16_98,GraphQL,4912362140,115.92297765
patents,query_dense_8_141,GraphQL,6935,0.00138223
patents,query_sparse_8_161,TurboISO,48690,0.00750617
patents,query_dense_32_179,ORBIT,8638740,0.88822766
patents,query_sparse_16_37,DPiso,283958760,16.98722092
patents,query_dense_8_74,GraphQL,4055,0.0010061
patents,query_dense_32_95,ORBIT,222,0.00055789
patents,query_sparse_24_36,DPiso,1667,0.00070281
patents,query_dense_32_31,ORBIT,499,0.00059169
patents,query_dense_4_124,ORBIT,87088,0.00609106
patents,query_sparse_8_146,ORBIT,45721,0.00308536
patents,query_sparse_8_87,GraphQL,14932,0.00183541
patents,query_sparse_32_88,TurboISO,145015562,4.65883485
patents,query_dense_32_32,VF2++,6119,0.00083302
patents,query_sparse_8_90,TurboISO,12715,0.00175081
patents,query_sparse_8_106,ORBIT,238230,0.01634691
patents,query_sparse_16_199,TurboISO,3714484,0.13434928
patents,query_sparse_24_59,ORBIT,229128025,8.40004022
patents,query_dense_8_28,VF2++,4116,0.00126377
patents,query_dense_16_70,GraphQL,1144157667,73.79868062
patents,query_sparse_16_55,GraphQL,15024094,1.11824039
patents,query_dense_8_85,VF2++,3091,0.00097083
patents,query_dense_16_95,DPiso,391,0.00057261
patents,query_dense_24_172,TurboISO,253172773,12.55966904
patents,query_dense_4_199,ORBIT,28409,0.0035258
patents,query_dense_32_15,TurboISO,164,0.00054272
patents,query_dense_24_134,VF2++,577504340,26.8789948
patents,query_dense_24_61,ORBIT,402,0.00058747
patents,query_dense_4_105,VF2++,29192,0.0043551
patents,query_dense_24_58,DPiso,144042059,5.11530307
patents,query_sparse_24_130,VF2++,22964510892,1048.55861128
patents,query_dense_16_57,TurboISO,68359404,3.02888306
patents,query_sparse_24_198,VF2++,5588705748,274.56917969
patents,query_sparse_8_155,VF2++,64121,0.007013
patents,query_sparse_8_185,ORBIT,28683,0.00244942
patents,query_dense_32_169,GraphQL,13714,0.00218881
patents,query_sparse_8_176,VF2++,32068,0.0019559
patents,query_sparse_8_23,VF2++,24469,0.00310568
patents,query_dense_16_58,DPiso,40399,0.00265431
patents,query_dense_8_90,VF2++,10328,0.00166176
patents,query_sparse_16_155,DPiso,7483331,0.28113844
patents,query_dense_24_154,ORBIT,262,0.00056314
patents,query_sparse_8_9,TurboISO,56785,0.0035614
patents,query_dense_4_70,DPiso,9983,0.00218864
patents,query_dense_32_32,DPiso,2483,0.00066836
patents,query_dense_8_2,VF2++,662,0.00063297
patents,query_dense_4_104,VF2++,89567,0.00550159
patents,query_dense_16_83,DPiso,1880459,0.14290508
patents,query_dense_8_184,ORBIT,13028,0.00137555
patents,query_sparse_32_86,GraphQL,4241,0.00110993
patents,query_dense_8_168,DPiso,11766,0.00187655
patents,query_sparse_24_141,ORBIT,3880747,0.12676836
patents,query_dense_8_126,DPiso,7463,0.00142879
patents,query_dense_16_103,DPiso,2839,0.00080634
patents,query_sparse_16_98,VF2++,4912988291,107.12576755
patents,query_sparse_16_3,DPiso,853340790,30.0491296
patents,query_dense_4_31,TurboISO,7464,0.00192769
patents,query_dense_16_175,VF2++,75609596,3.23120711
patents,query_dense_24_67,DPiso,6884961497,232.7294045
patents,query_dense_32_61,VF2++,23441037782,559.25994651
patents,query_dense_4_197,VF2++,89678,0.00505878
patents,query_sparse_24_15,TurboISO,982078392,29.71591707
patents,query_dense_32_198,TurboISO,34628471,1.32640301
patents,query_dense_24_136,GraphQL,2400012902,110.45733418
patents,query_dense_8_22,DPiso,20685,0.0037261
patents,query_dense_4_176,ORBIT,87673,0.00497273
patents,query_dense_8_132,GraphQL,10975,0.00197847
patents,query_sparse_8_21,GraphQL,5658,0.00098618
patents,query_sparse_8_32,VF2++,28306,0.0026009
patents,query_sparse_24_136,TurboISO,12139235192,602.69772553
patents,query_sparse_16_145,GraphQL,92385525,4.01913312
patents,query_sparse_24_28,ORBIT,34973649883,1563.06972938
patents,query_dense_8_26,DPiso,16423,0.00267655
patents,query_sparse_24_110,DPiso,2527926661,118.22762151
patents,query_sparse_8_134,TurboISO,11381,0.0015387
patents,query_dense_24_97,VF2++,198214,0.02037223
patents,query_sparse_8_79,GraphQL,9535,0.00125237
patents,query_dense_16_75,TurboISO,135,0.00055722
patents,query_dense_4_177,VF2++,15247,0.00246611
patents,query_dense_24_30,ORBIT,363,0.00058139
patents,query_dense_4_74,VF2++,30075,0.00373939
patents,query_dense_24_181,ORBIT,6517,0.00128696
patents,query_dense_8_156,VF2++,8434,0.00201654
patents,query_dense_16_26,TurboISO,42225,0.00558193
patents,query_dense_24_114,TurboISO,63603130,2.3753913
patents,query_dense_32_58,VF2++,208233864,19.29593213
patents,query_dense_32_67,GraphQL,70,0.00054474
patents,query_dense_16_68,GraphQL,109956614,3.58347014
patents,query_dense_8_30,TurboISO,14564,0.00179294
patents,query_sparse_8_70,DPiso,15898,0.00212377
patents,query_sparse_16_175,GraphQL,369557585,13.28962729
patents,query_dense_24_107,TurboISO,851,0.00061776
patents,query_dense_16_65,GraphQL,114908208,12.24597957
patents,query_dense_8_23,VF2++,6367,0.00141403
patents,query_dense_32_149,TurboISO,26705,0.00132532
patents,query_sparse_24_129,TurboISO,690939790,29.20999301
patents,query_dense_16_12,DPiso,5056370,0.14629903
patents,query_dense_16_123,TurboISO,354,0.00082848
patents,query_sparse_24_124,VF2++,36983648339,1110.69734759
patents,query_dense_16_81,GraphQL,5498,0.00132472
patents,query_dense_24_8,DPiso,2986646930,244.82752585
patents,query_dense_8_153,VF2++,420,0.00057222
patents,query_dense_4_33,GraphQL,27997,0.00507921
patents,query_sparse_16_114,ORBIT,86990622,3.67348473
patents,query_sparse_16_58,ORBIT,3681289,0.14767243
patents,query_dense_24_198,VF2++,379976,0.03083995
patents,query_dense_32_54,TurboISO,21663,0.00200377
patents,query_sparse_16_90,DPiso,4096038,0.15963046
patents,query_dense_24_151,TurboISO,4116728401,184.54190549
patents,query_dense_8_159,VF2++,5503,0.00108488
patents,query_dense_16_90,ORBIT,185535,0.00607824
patents,query_sparse_16_33,GraphQL,81969557,2.97810973
patents,query_dense_4_8,DPiso,17539,0.00200351
patents,query_sparse_8_147,DPiso,326624,0.07072388
patents,query_sparse_8_26,ORBIT,19222,0.0017258
patents,query_dense_32_113,GraphQL,1744257269,72.98464046
patents,query_sparse_8_167,TurboISO,1723978,0.10477359
patents,query_sparse_16_127,GraphQL,52349972,1.96998813
patents,query_sparse_32_128,GraphQL,2671231573,59.28985604
patents,query_sparse_16_119,VF2++,2037077878,359.31536459
patents,query_sparse_16_109,GraphQL,2618509384,92.4379498
patents,query_dense_16_86,ORBIT,4258,0.00073169
patents,query_dense_16_197,TurboISO,1875630,0.19851438
patents,query_dense_24_96,DPiso,2880625360,108.13587653
patents,query_dense_16_178,TurboISO,567701,0.02261489
patents,query_dense_8_155,DPiso,2806,0.00111012
patents,query_dense_24_16,TurboISO,343953535,14.76407526
patents,query_sparse_8_18,DPiso,29797,0.00539211
patents,query_sparse_16_91,VF2++,1641677510,44.93153214
patents,query_dense_4_187,TurboISO,30696,0.00545068
patents,query_dense_32_4,TurboISO,3178,0.0009472
patents,query_sparse_8_192,ORBIT,10896,0.00157877
patents,query_sparse_16_113,VF2++,38355057,1.54468476
patents,query_dense_8_48,TurboISO,15456,0.00279121
patents,query_dense_8_172,TurboISO,3976,0.00127808
patents,query_dense_24_97,TurboISO,739,0.00066207
patents,query_dense_8_80,DPiso,3177,0.00097275
patents,query_dense_8_14,VF2++,1070,0.00069926
patents,query_dense_8_106,ORBIT,204251,0.01623071
patents,query_sparse_24_187,GraphQL,16949134286,605.10686267
patents,query_dense_4_200,DPiso,85054,0.00443062
patents,query_dense_24_190,DPiso,4268178,0.18220731
patents,query_dense_8_35,VF2++,3455,0.00096343
patents,query_sparse_8_90,GraphQL,9118,0.00128699
patents,query_sparse_8_29,ORBIT,18243,0.00234106
patents,query_sparse_24_183,DPiso,2534595824,64.46410201
patents,query_sparse_8_63,DPiso,17451,0.00222353
patents,query_dense_24_91,DPiso,13788199,0.33850311
patents,query_dense_4_55,DPiso,89300,0.00477429
patents,query_dense_16_145,GraphQL,54720,0.00434067
patents,query_dense_32_101,ORBIT,40559,0.0016238
patents,query_dense_16_195,DPiso,896515,0.03887824
patents,query_dense_8_138,DPiso,10284,0.00296101
patents,query_sparse_24_120,GraphQL,995085570,34.34350464
patents,query_sparse_8_86,TurboISO,10675,0.0014597
patents,query_dense_8_68,DPiso,1231,0.00095531
patents,query_dense_16_124,VF2++,604,0.00060443
patents,query_dense_32_55,TurboISO,182,0.0005586
patents,query_dense_8_51,GraphQL,5944,0.00097338
patents,query_sparse_8_155,ORBIT,22490,0.00220826
patents,query_sparse_24_50,TurboISO,38277468103,1549.56507811
patents,query_dense_24_154,VF2++,36063,0.0042196
patents,query_sparse_16_178,TurboISO,23740614,0.99350601
patents,query_dense_24_173,VF2++,3498386185,171.57242616
patents,query_dense_24_30,GraphQL,5180,0.00114621
patents,query_dense_4_116,DPiso,31031,0.00374335
patents,query_dense_8_129,VF2++,16192,0.00166439
patents,query_dense_32_145,DPiso,31367,0.00305117
patents,query_dense_32_108,ORBIT,8100552,0.1942371
patents,query_sparse_32_136,TurboISO,69473152,6.75946763
patents,query_sparse_24_140,GraphQL,149382798,12.87563538
patents,query_dense_4_150,GraphQL,85524,0.00487921
patents,query_dense_8_90,DPiso,3926,0.00098973
patents,query_dense_32_164,TurboISO,21878800073,844.65218878
patents,query_dense_32_94,VF2++,1383292175,91.66564651
patents,query_sparse_8_71,ORBIT,19525,0.00214187
patents,query_dense_32_40,ORBIT,32744127065,695.52176177
patents,query_dense_4_71,VF2++,29664,0.0035681
patents,query_dense_8_167,DPiso,10096,0.00146364
patents,query_dense_32_77,DPiso,209798,0.00997959
patents,query_dense_8_51,ORBIT,5909,0.00098112
patents,query_sparse_8_84,ORBIT,16572,0.00192475
patents,query_dense_8_9,TurboISO,41548,0.00581063
patents,query_dense_24_82,TurboISO,662417800,13.97784399
patents,query_dense_4_146,ORBIT,86630,0.00460239
patents,query_dense_4_116,GraphQL,14233,0.00229852
patents,query_dense_32_191,VF2++,334393,0.02340468
patents,query_dense_8_29,ORBIT,3035,0.00101457
patents,query_dense_24_187,ORBIT,73998,0.00557579
patents,query_dense_16_90,DPiso,156187,0.01009807
patents,query_sparse_16_65,GraphQL,30261271,1.53481877
patents,query_dense_8_13,TurboISO,7616,0.00132731
patents,query_sparse_8_194,DPiso,17553,0.00204615
patents,query_dense_8_46,TurboISO,8015,0.0011232
patents,query_dense_4_99,GraphQL,89957,0.00504645
patents,query_dense_8_62,VF2++,8064,0.00166331
patents,query_sparse_8_24,ORBIT,6929,0.00131587
patents,query_dense_16_198,VF2++,12944964,1.32594731
patents,query_dense_16_166,TurboISO,1556074,0.06408186
patents,query_sparse_16_80,TurboISO,162410,0.00721724
patents,query_dense_16_55,ORBIT,1713,0.00071508
patents,query_dense_32_31,VF2++,450,0.00054458
patents,query_dense_4_154,GraphQL,26665,0.00406036
patents,query_dense_24_105,VF2++,19030,0.00216728
patents,query_sparse_8_152,VF2++,19328,0.00284213
patents,query_dense_8_84,TurboISO,12461,0.00211974
patents,query_dense_24_68,ORBIT,478,0.0005813
patents,query_dense_4_58,TurboISO,48160,0.00658586
patents,query_sparse_16_124,VF2++,14357900,0.5773036
patents,query_dense_16_170,ORBIT,1220601,0.07568267
patents,query_dense_8_58,VF2++,939,0.00066551
patents,query_dense_32_46,ORBIT,132,0.00052511
patents,query_dense_32_114,ORBIT,3833365,0.21940514
patents,query_sparse_16_146,TurboISO,11526454,0.51934969
patents,query_dense_4_19,DPiso,92499,0.00472538
patents,query_sparse_16_200,ORBIT,2370854,0.08880802
patents,query_sparse_16_155,VF2++,116443944,5.60948175
patents,query_dense_8_137,GraphQL,8438,0.00165897
patents,query_dense_8_46,GraphQL,6015,0.0011731
patents,query_sparse_8_43,DPiso,34977,0.00444361
patents,query_sparse_16_140,TurboISO,4098540,0.16234735
patents,query_sparse_16_2,DPiso,54341419,2.2295338
patents,query_dense_8_3,TurboISO,4980,0.00130371
patents,query_dense_8_47,TurboISO,20950,0.00191771
patents,query_sparse_8_110,GraphQL,32130,0.00273805
patents,query_dense_4_170,ORBIT,88844,0.00522544
patents,query_dense_32_190,GraphQL,33868005182,1313.76471979
patents,query_dense_32_170,VF2++,7369691971,459.52679151
patents,query_sparse_8_200,DPiso,14455,0.00176474
patents,query_dense_16_178,GraphQL,580009,0.02538289
patents,query_dense_4_168,GraphQL,27633,0.00381705
patents,query_dense_8_151,VF2++,2770,0.00094857
patents,query_dense_8_172,DPiso,6032,0.0014601
patents,query_sparse_8_1,ORBIT,31868,0.00309192
patents,query_dense_4_142,TurboISO,27860,0.00538309
patents,query_dense_24_170,DPiso,144193,0.00385954
patents,query_sparse_8_133,ORBIT,18507,0.00203188
patents,query_dense_16_92,DPiso,9434635507,308.32295104
patents,query_sparse_8_54,DPiso,24959,0.00281626
patents,query_sparse_16_60,ORBIT,50934471,1.96388494
patents,query_dense_24_50,ORBIT,27354419,0.5769058
patents,query_dense_4_160,ORBIT,86611,0.00501473
patents,query_dense_8_97,TurboISO,17074,0.00227089
patents,query_sparse_8_195,ORBIT,13415,0.00159865
patents,query_dense_8_96,TurboISO,16199,0.00235696
patents,query_sparse_24_9,VF2++,738182425,27.11343958
patents,query_sparse_16_154,ORBIT,7351,0.00095189
patents,query_dense_16_37,GraphQL,10943598,0.53044684
patents,query_sparse_16_125,DPiso,245852874,27.97797714
patents,query_dense_16_110,DPiso,119079342,4.51603576
patents,query_dense_4_22,VF2++,32012,0.00472669
patents,query_sparse_8_41,TurboISO,419809,0.03846487
patents,query_dense_16_72,DPiso,937477,0.03267421
patents,query_sparse_8_78,TurboISO,204333,0.01315632
patents,query_dense_8_95,VF2++,7389,0.00161018
patents,query_dense_8_79,GraphQL,1278,0.0007802
patents,query_sparse_8_169,GraphQL,503962,0.02868483
patents,query_sparse_24_180,VF2++,9217845932,355.22502937
patents,query_dense_16_99,DPiso,21045867,0.65319494
patents,query_dense_16_180,GraphQL,2162,0.00074394
patents,query_dense_24_156,TurboISO,18790216,0.90087697
patents,query_dense_8_164,GraphQL,3739,0.00120124
patents,query_dense_24_173,DPiso,5271915397,223.2921705
patents,query_dense_8_127,ORBIT,1717,0.00075899
patents,query_dense_8_34,GraphQL,4746,0.00108663
patents,query_sparse_8_32,GraphQL,25719,0.00252841
patents,query_dense_24_182,GraphQL,17182,0.00442528
patents,query_dense_16_22,GraphQL,11307401,0.41091455
patents,query_dense_8_6,DPiso,656,0.00061947
patents,query_sparse_24_62,GraphQL,26553472598,1016.1817344
patents,query_sparse_8_138,ORBIT,78509,0.00787564
patents,query_dense_24_183,DPiso,54639220,2.00822376
patents,query_dense_4_14,GraphQL,13643,0.00195495
patents,query_dense_24_16,DPiso,315600100,13.34692098
