1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,pattern,data
0,531,22,4704,196,7,608,34,4814,4842,3600,138,7191,3203,0,query_dense_16_19,patents
0,565,135,3124,479,183,693,3,1316,3523,1841,1601,3228,3281,0,query_sparse_24_66,patents
0,786,117,4723,419,160,970,3,691,7841,2207,1257,5948,5854,0,query_sparse_24_140,patents
0,151,174,9388,97,214,119,8,3468,1409,3335,1026,21892,1268,24377,query_dense_24_102,patents
0,187,129,14244,110,169,193,16,5519,1125,10566,5053,4740,6710,8214,query_dense_32_20,patents
0,207,66,15174,177,94,154,15,6684,2949,6082,4093,13994,14429,16669,query_dense_32_49,patents
0,169,121,16269,80,128,125,2,10028,2959,10444,3853,9762,12368,7593,query_dense_32_189,patents
0,45,31,7068,15,44,52,8,1384,525,7086,1635,0,0,0,query_sparse_8_138,patents
0,92,119,1084,55,123,106,22,11016,207,196,118,2033,2609,0,query_dense_24_20,patents
0,81,45,9326,47,43,46,10,3562,2281,4658,1912,6101,4059,13839,query_dense_16_29,patents
0,74,42,3069,71,42,92,6,3685,398,2031,1259,2022,3048,0,query_sparse_8_121,patents
0,1392,138,8182,935,195,1904,12,3027,7484,8355,2970,890,262,0,query_sparse_32_25,patents
0,277,140,6051,306,199,279,1,2543,1644,4137,1338,8863,4419,0,query_sparse_24_131,patents
0,42,22,5187,54,31,11,0,2100,610,4137,1429,6707,2675,0,query_sparse_8_183,patents
0,44,27,2252,11,18,55,1,5740,416,1464,625,1174,2380,0,query_dense_8_55,patents
0,48,16,7174,9,18,36,0,1963,915,909,843,13417,1954,10374,query_dense_8_45,patents
0,39,28,0,60,29,0,0,0,0,0,0,0,0,0,query_dense_4_170,patents
0,20,15,4624,2,21,15,0,1390,673,2166,923,5294,3350,5984,query_dense_8_182,patents
0,37,27,0,5,0,48,22,8263,0,0,0,0,0,0,query_dense_8_88,patents
0,135,20,5843,103,26,169,0,1782,1977,1648,412,6758,1193,14929,query_dense_8_121,patents
0,66,3,7152,74,2,11,0,1131,1402,3091,1183,10020,9786,0,query_dense_8_10,patents
0,25,16,5297,3,21,26,5,2642,718,2440,1128,4981,3428,8117,query_dense_8_197,patents
0,236,164,9581,163,232,243,18,3222,2762,7264,1730,14182,5671,2485,query_dense_32_95,patents
0,57,3,4519,74,0,73,6,1679,73,471,509,6569,7489,0,query_dense_8_145,patents
0,628,232,4075,450,292,810,24,6314,1670,3342,2410,331,2500,0,query_sparse_32_62,patents
0,268,103,5658,103,128,192,14,1156,4047,3410,752,6376,1935,9449,query_sparse_16_178,patents
0,164,197,5230,117,194,140,28,8222,1124,3151,2034,9188,5569,2456,query_dense_32_26,patents
0,183,4,5387,157,2,163,7,967,2336,4146,1494,6879,3124,0,query_sparse_8_34,patents
0,9,62,0,0,0,0,0,3845,0,0,0,0,0,0,query_dense_4_164,patents
0,28,11,8915,86,21,10,0,0,959,1564,242,5403,2363,23934,query_dense_8_114,patents
0,15,1,6845,5,4,14,0,1180,112,6125,1893,4680,2067,0,query_dense_8_95,patents
0,94,103,10317,57,123,95,6,8451,847,4297,3227,10107,7977,0,query_dense_24_179,patents
0,133,49,6867,135,58,138,29,5065,282,1924,3676,9283,6102,0,query_dense_24_39,patents
0,85,66,7676,136,89,74,2,2807,1183,4297,485,10202,8124,0,query_dense_16_114,patents
0,64,101,3316,56,110,32,37,1036,205,3392,3345,0,0,0,query_sparse_16_189,patents
0,134,148,16148,77,132,128,38,7660,1438,11728,2007,26731,11217,0,query_dense_32_32,patents
0,77,51,6039,61,67,82,2,4034,750,3609,1310,13221,3158,1212,query_dense_16_179,patents
0,31,19,3445,44,22,0,0,857,179,2090,1720,1122,2205,0,query_sparse_8_113,patents
0,107,122,2750,52,157,139,9,5499,649,1930,1106,246,2246,0,query_sparse_16_30,patents
0,418,122,5204,247,170,527,16,4841,1608,5267,2532,0,0,0,query_sparse_24_74,patents
0,34,31,4049,53,14,4,1,2431,269,518,2279,5918,3201,0,query_sparse_8_142,patents
0,156,30,6911,198,37,186,7,3010,1586,4421,2393,6438,5791,0,query_dense_16_71,patents
0,21,6,1922,0,0,25,12,6318,157,561,191,671,3115,0,query_dense_8_38,patents
0,94,160,7902,92,198,15,0,1605,361,476,2054,13260,9067,10214,query_dense_24_200,patents
0,148,1,9521,93,1,108,0,333,2832,6789,734,14722,6567,0,query_dense_8_34,patents
0,84,41,3426,72,54,86,0,5368,469,1612,353,795,4379,0,query_sparse_8_196,patents
0,34,15,5454,43,20,10,0,0,641,961,60,7136,1403,9756,query_dense_8_37,patents
0,18,1,8584,2,1,24,0,2178,433,5625,586,8637,8143,0,query_dense_8_102,patents
0,70,76,3366,83,93,31,7,2037,171,2151,2110,4259,3228,0,query_sparse_16_86,patents
0,54,61,6373,53,70,35,2,845,438,2387,187,10479,2989,13543,query_dense_16_100,patents
0,151,169,18424,145,220,41,3,3286,3065,4914,3272,22135,7148,33735,query_dense_32_124,patents
0,303,174,4850,295,193,274,25,2629,3705,3906,1140,6849,2553,0,query_sparse_24_35,patents
0,122,168,15495,133,241,49,0,2607,2478,5409,2933,21972,11574,22290,query_dense_32_121,patents
0,638,156,992,755,155,900,52,4379,188,1017,1002,0,0,0,query_sparse_32_22,patents
0,50,26,0,68,30,0,0,0,0,0,0,0,0,0,query_dense_4_43,patents
0,197,86,5331,139,96,197,37,4888,1447,5396,5378,0,0,0,query_sparse_24_76,patents
0,220,69,16393,166,90,114,19,5029,4738,12558,7491,6547,4613,11964,query_dense_32_60,patents
0,11,0,10491,8,1,0,0,0,236,7286,740,12805,7998,0,query_dense_8_81,patents
0,6,1,8214,0,0,0,0,0,0,0,0,8610,4279,0,query_dense_4_12,patents
0,569,27,5520,72,29,734,0,1781,6308,1968,259,0,0,15094,query_sparse_8_27,patents
0,980,50,7342,316,42,1090,3,2001,10259,4874,1234,11656,2090,9935,query_sparse_16_95,patents
0,717,224,12646,448,283,664,3,2570,8601,10527,2818,9433,2914,5168,query_sparse_32_177,patents
0,146,48,10886,128,69,98,1,2941,2080,8181,2204,7633,5196,0,query_sparse_16_125,patents
0,536,119,8839,177,160,728,35,8321,3944,6814,3665,9686,5902,0,query_dense_32_179,patents
0,51,42,6144,44,47,20,1,1870,672,2029,1009,9117,8777,2142,query_dense_16_33,patents
0,25,17,2805,5,0,27,2,5992,210,169,2034,6664,1741,0,query_dense_8_71,patents
0,479,134,2511,471,150,383,34,5143,6505,2009,1919,5015,1699,0,query_sparse_24_104,patents
0,128,120,11154,67,158,139,21,7318,413,8608,1390,9127,7535,0,query_dense_32_160,patents
0,100,69,5224,93,88,22,7,1862,1681,3869,3004,1577,3160,0,query_sparse_16_134,patents
0,8,56,0,0,0,0,0,3818,0,0,0,0,0,0,query_dense_4_105,patents
0,467,103,1248,265,110,715,49,2617,126,1277,1260,0,0,0,query_sparse_24_162,patents
0,259,42,5176,299,46,326,13,2231,2018,4498,1724,2878,2178,0,query_sparse_16_170,patents
0,167,177,4891,128,211,221,17,7958,256,4370,716,5736,2236,0,query_sparse_24_41,patents
0,86,61,6493,42,78,68,4,1771,2285,3018,163,10024,6238,0,query_dense_16_124,patents
0,959,105,995,779,123,1313,20,12007,4149,649,621,707,1118,0,query_sparse_24_139,patents
0,340,57,3065,263,62,450,26,5191,1534,2062,1294,1989,3004,0,query_sparse_16_122,patents
0,660,173,7862,472,214,787,8,5146,1907,5217,3604,6346,7535,0,query_sparse_32_157,patents
0,918,172,5186,535,232,1276,21,1774,3402,2573,1854,7234,6749,0,query_sparse_32_179,patents
0,94,76,4379,102,109,74,7,2432,779,1879,1794,6174,5550,0,query_dense_16_165,patents
0,79,51,11824,159,57,10,0,0,1116,6880,2883,2840,3320,17459,query_sparse_16_171,patents
0,160,67,6883,121,54,225,41,5516,320,6611,1382,0,0,0,query_sparse_16_65,patents
0,15,0,7031,0,0,14,0,1808,111,586,62,11465,8683,9645,query_dense_8_27,patents
0,379,129,14296,340,160,511,11,8221,2364,9060,2599,10109,10439,0,query_dense_32_113,patents
0,56,106,0,45,118,36,10,5122,0,0,0,0,0,0,query_dense_16_28,patents
0,142,120,6487,171,145,135,12,6989,2609,1373,331,13965,8053,16441,query_dense_32_13,patents
0,502,133,813,501,164,638,33,3719,1593,885,819,0,0,0,query_sparse_24_154,patents
0,107,140,2074,82,142,133,26,12576,214,1914,1780,2855,967,0,query_dense_24_41,patents
0,27,11,4715,57,13,6,0,734,232,1638,521,4916,7065,0,query_dense_8_147,patents
0,177,156,0,202,171,196,47,5854,0,0,0,0,0,0,query_sparse_24_56,patents
0,105,214,0,86,240,138,7,11488,0,0,0,0,0,0,query_dense_32_125,patents
0,87,20,2650,80,20,112,9,1734,245,2272,752,3301,1181,0,query_sparse_8_130,patents
0,111,65,3097,74,77,117,5,9154,986,1645,369,3465,5682,0,query_dense_24_185,patents
0,95,43,10876,66,28,39,0,6049,2199,2429,1130,6563,9912,24598,query_dense_16_138,patents
0,233,30,2708,101,1,307,22,3927,1408,2797,68,0,0,0,query_sparse_8_119,patents
0,500,104,7225,304,137,561,12,3394,5524,6368,1694,4772,2909,0,query_sparse_24_40,patents
0,160,134,11748,190,180,66,1,2506,2597,7054,2002,9114,6421,11364,query_sparse_24_61,patents
0,56,30,3232,5,13,52,0,5635,872,1729,333,301,4366,0,query_dense_8_74,patents
0,68,2,6037,0,0,0,0,0,1361,5261,806,0,0,0,query_dense_4_122,patents
0,46,125,5350,19,124,39,22,5983,466,2401,2364,7822,4713,5890,query_dense_24_158,patents
0,292,87,1815,223,109,394,30,354,1687,1366,1334,1871,1323,0,query_sparse_16_27,patents
0,134,90,5263,101,125,132,0,6401,1481,994,885,5778,4387,0,query_dense_24_126,patents
0,402,172,928,287,218,535,38,4582,2308,696,653,1729,840,0,query_sparse_24_159,patents
0,44,31,0,62,32,0,0,0,0,0,0,0,0,0,query_dense_4_123,patents
0,121,74,14668,94,94,45,6,1483,2584,8940,5327,16839,9756,14870,query_dense_24_189,patents
0,250,116,7883,247,165,321,14,1409,1599,6907,3357,2042,3001,0,query_sparse_24_22,patents
0,61,89,4175,50,108,31,8,4768,635,1043,234,7904,8052,0,query_dense_16_128,patents
0,14,61,0,0,0,0,0,3608,0,0,0,0,0,0,query_dense_4_90,patents
0,218,27,6172,52,39,281,0,0,2582,4632,1172,7481,4000,0,query_sparse_8_155,patents
0,108,164,17790,66,218,42,0,2337,1884,10758,4602,14204,7605,15458,query_dense_32_80,patents
0,565,171,5584,424,201,739,32,4657,3592,4858,2220,3814,2208,0,query_sparse_32_109,patents
0,345,18,7011,58,1,451,0,1915,3619,6462,623,1481,2202,0,query_sparse_8_188,patents
0,120,47,10775,111,57,70,3,1803,2643,7989,3072,11817,6335,3620,query_dense_24_40,patents
0,92,105,14834,53,138,57,2,4809,1454,8030,2406,20173,9868,13659,query_dense_32_15,patents
0,24,45,0,9,42,30,11,4593,0,0,0,0,0,0,query_sparse_8_189,patents
0,263,90,7726,213,108,360,28,6845,1088,6343,972,10226,3821,0,query_dense_24_86,patents
0,648,177,8736,571,214,838,16,3888,2638,8497,3097,446,1088,0,query_sparse_32_18,patents
0,111,0,4626,104,0,73,0,825,2350,1593,547,5670,7166,0,query_dense_8_26,patents
0,41,32,0,59,37,0,0,0,0,0,0,0,0,0,query_dense_4_73,patents
0,441,82,12013,260,114,598,18,2446,2327,11608,3538,1477,1496,0,query_sparse_24_28,patents
0,133,46,1702,113,44,207,10,3881,228,1735,1714,0,0,0,query_sparse_8_168,patents
0,154,138,14327,84,157,125,34,8752,1501,10009,4271,17830,5550,12606,query_dense_32_184,patents
0,557,103,11376,281,123,666,12,1326,5112,9877,2854,5805,3801,0,query_sparse_24_88,patents
0,42,28,0,63,33,0,0,0,0,0,0,0,0,0,query_dense_4_162,patents
0,114,282,1168,98,371,72,1,3652,380,16,372,3952,2318,0,query_dense_32_51,patents
0,79,35,11094,70,42,32,1,4499,996,6029,3187,10337,3091,8522,query_dense_16_177,patents
0,41,96,6646,10,115,16,14,1263,359,4940,4273,4835,4418,0,query_sparse_16_192,patents
0,115,102,9019,89,139,62,0,1278,1310,6516,2695,14707,5647,5408,query_dense_24_101,patents
0,1771,130,3498,1127,182,2573,31,2421,6176,3430,498,4814,1138,0,query_sparse_32_105,patents
0,852,64,1660,717,58,1053,43,5591,4595,1146,1109,2522,1580,0,query_sparse_24_177,patents
0,162,47,10513,150,58,119,8,4101,3588,6663,1524,10106,11603,0,query_dense_24_24,patents
0,35,26,0,59,36,0,0,0,0,0,0,0,0,0,query_dense_4_159,patents
0,108,67,10865,102,73,33,0,708,1835,5241,2025,9712,5337,0,query_sparse_16_33,patents
0,40,30,8324,39,40,0,0,0,538,1524,769,7515,2690,15037,query_sparse_8_77,patents
0,288,199,4633,272,252,336,31,7385,509,4080,572,401,2246,0,query_sparse_32_151,patents
0,701,176,18297,210,233,937,1,2321,5684,11659,2011,11861,7634,15207,query_sparse_32_66,patents
0,8,42,0,0,0,0,0,3854,0,0,0,0,0,0,query_dense_4_97,patents
0,9,55,0,0,0,0,0,3828,0,0,0,0,0,0,query_dense_4_77,patents
0,74,53,7907,50,69,58,2,3157,968,3043,1056,9228,9637,7603,query_dense_16_67,patents
0,48,29,0,80,33,0,0,0,0,0,0,0,0,0,query_dense_4_110,patents
0,639,173,8201,563,202,842,17,4480,3765,7818,2182,7686,2104,0,query_sparse_32_87,patents
0,106,0,6326,102,0,69,1,692,2249,2179,548,8600,6174,9798,query_dense_8_151,patents
0,44,37,0,68,42,0,0,0,0,0,0,0,0,0,query_dense_4_113,patents
0,310,146,3902,285,153,203,13,3779,3604,2287,2128,4876,4352,0,query_sparse_24_2,patents
0,154,61,13518,86,62,156,13,9594,2183,6318,2813,14045,11969,0,query_dense_32_144,patents
0,228,88,11607,216,105,198,7,1949,3606,9219,3389,8306,6344,0,query_dense_24_142,patents
0,234,21,0,205,2,335,37,4650,0,0,0,0,0,0,query_sparse_8_98,patents
0,207,115,6661,189,176,212,4,3943,2886,5571,1477,5346,859,6643,query_dense_32_153,patents
0,557,116,4827,392,166,846,29,3741,441,4936,2211,0,0,0,query_sparse_24_94,patents
0,204,91,1163,253,119,159,6,3575,2559,809,780,926,1141,0,query_sparse_16_19,patents
0,70,42,5105,53,67,58,0,3327,1180,899,743,7956,7964,3755,query_dense_16_189,patents
0,53,116,0,43,117,33,31,5192,0,0,0,0,0,0,query_sparse_16_28,patents
0,192,127,11935,173,151,197,32,4064,925,11716,5769,1414,1541,0,query_sparse_32_174,patents
0,5,0,8051,0,0,0,0,0,0,0,0,8390,4254,0,query_dense_4_147,patents
0,0,0,8962,0,0,0,0,0,0,0,0,0,0,23144,query_dense_4_188,patents
0,444,154,8245,433,202,496,22,1741,813,6108,2122,8041,6313,0,query_sparse_32_68,patents
0,55,22,3218,71,36,29,0,1209,327,1743,860,2942,3879,0,query_sparse_8_200,patents
0,161,155,5192,123,192,121,18,5142,1119,1233,936,6795,5436,9710,query_dense_32_136,patents
0,2133,155,6381,898,231,3311,5,4263,7925,4782,3749,7852,4995,0,query_sparse_32_40,patents
0,131,5,3831,194,4,10,0,0,2850,3123,1505,7136,1938,0,query_sparse_8_164,patents
0,236,261,0,169,323,257,27,11349,0,0,0,0,0,0,query_sparse_32_92,patents
0,15,41,0,0,0,0,0,3573,0,0,0,0,0,0,query_dense_4_95,patents
0,196,217,12533,191,280,127,0,2643,3772,8442,1483,21151,9557,6255,query_dense_32_75,patents
0,268,111,17206,180,128,214,20,3839,3750,14217,6023,8986,5723,6069,query_dense_32_73,patents
0,793,104,1788,518,143,991,9,1842,4102,1139,1073,2280,1932,0,query_sparse_24_181,patents
0,194,184,4805,158,229,199,16,8841,1178,2743,1560,6464,6268,0,query_dense_32_116,patents
0,120,38,6573,132,41,73,8,5135,1628,5232,1592,8787,4098,0,query_dense_16_186,patents
0,353,153,7471,342,176,423,37,10606,1541,2782,1612,8677,5122,12647,query_dense_32_182,patents
0,76,97,11093,51,132,32,2,2808,875,7042,2719,13112,10469,0,query_dense_24_67,patents
0,903,132,0,704,176,1315,15,6368,0,0,0,0,0,0,query_sparse_24_1,patents
0,135,213,6615,78,234,72,2,6824,1577,1534,1454,9753,6736,12590,query_dense_32_161,patents
0,287,124,8763,184,159,314,3,903,1923,3885,1565,10154,7837,10196,query_sparse_24_149,patents
0,86,51,3590,81,62,45,10,4568,838,2249,2116,5850,3509,0,query_dense_16_59,patents
0,272,121,0,365,140,374,56,4924,0,0,0,0,0,0,query_sparse_24_60,patents
0,30,49,4804,8,56,43,4,3463,323,3965,821,5503,2319,0,query_sparse_8_85,patents
0,44,30,8498,5,34,29,0,1998,968,744,713,14698,2131,9283,query_dense_8_54,patents
0,342,70,10940,126,83,320,0,2077,3922,5559,2465,17113,5647,0,query_sparse_16_118,patents
0,140,0,4072,394,0,108,1,4029,3147,458,163,8838,7336,0,query_dense_16_188,patents
0,371,156,8480,346,182,423,17,778,2622,3827,4358,11673,4806,0,query_sparse_32_64,patents
0,139,108,11839,198,83,129,49,5423,2335,7571,2714,8716,4875,11408,query_dense_24_2,patents
0,261,151,7545,223,189,289,18,3958,2430,3350,1348,13020,2583,0,query_sparse_24_166,patents
0,69,0,5974,0,0,0,0,0,1359,5271,731,0,0,0,query_dense_4_54,patents
0,340,152,1158,359,183,372,17,3669,2209,676,636,486,1508,0,query_sparse_24_127,patents
0,72,21,9008,82,25,34,2,2579,1267,4922,1316,14781,8218,7528,query_dense_16_40,patents
0,154,174,1714,118,198,84,17,7302,1593,1278,1259,1784,1345,0,query_sparse_24_84,patents
0,373,36,7584,275,57,520,5,5091,3021,6424,2736,9662,4167,0,query_dense_16_48,patents
0,175,99,11666,132,124,207,21,6623,2192,9877,4216,8368,4103,2427,query_dense_32_109,patents
0,128,55,8487,51,76,76,0,225,3973,3903,139,14219,4771,12744,query_dense_16_149,patents
0,61,29,4704,55,36,19,0,2045,1661,3057,1549,5651,4750,0,query_sparse_8_76,patents
0,49,33,0,70,37,0,0,0,0,0,0,0,0,0,query_dense_4_35,patents
0,284,173,3578,176,198,350,25,8254,67,2642,2372,5916,2501,0,query_sparse_24_52,patents
0,640,77,7560,437,69,900,25,6846,2613,5826,909,4702,3450,3165,query_dense_24_125,patents
0,5,58,0,0,0,0,0,3785,0,0,0,0,0,0,query_dense_4_27,patents
0,176,155,11823,108,208,137,12,4650,1523,6204,3207,12537,6751,22094,query_dense_32_157,patents
0,139,8,11040,226,3,84,6,900,1715,6609,2120,15845,9583,6210,query_dense_16_58,patents
0,110,151,14165,21,155,98,31,9741,1532,10081,2877,8331,6083,9426,query_dense_32_131,patents
0,16,61,0,0,0,0,0,3876,0,0,0,0,0,0,query_dense_4_75,patents
0,92,40,5752,22,51,111,6,5931,2047,3251,2935,5513,4526,5456,query_dense_16_139,patents
0,100,63,3714,65,65,115,23,3777,615,786,688,5000,4789,8225,query_dense_16_158,patents
0,48,35,0,66,39,0,0,0,0,0,0,0,0,0,query_dense_4_28,patents
0,257,47,9494,112,57,213,32,6590,4202,5238,1074,13620,11069,0,query_dense_24_163,patents
0,116,28,4559,56,19,69,0,4964,2337,1527,1198,3695,5572,0,query_dense_16_64,patents
0,159,232,8219,96,310,84,0,1962,2765,2745,1649,8296,6458,16380,query_dense_32_176,patents
0,56,81,1649,38,99,49,5,5607,36,1020,103,195,2257,0,query_dense_16_47,patents
0,209,18,2374,83,1,194,6,4320,3234,1445,1151,2911,2434,0,query_dense_8_129,patents
0,82,31,1580,96,27,95,14,2700,118,1614,1592,0,0,0,query_sparse_8_115,patents
0,10,58,0,0,0,0,0,3973,0,0,0,0,0,0,query_dense_4_165,patents
0,512,54,1250,261,62,363,3,3538,7592,167,115,1554,1913,3678,query_dense_16_131,patents
0,440,165,9229,350,209,499,16,1739,4793,5652,3921,8393,6386,8226,query_sparse_32_187,patents
0,1269,144,1333,1112,165,1710,32,2949,7239,1216,1126,2092,444,0,query_sparse_32_166,patents
0,385,12,5498,136,14,418,1,2203,5628,4357,964,7408,3233,0,query_sparse_8_3,patents
0,494,118,6748,559,167,585,8,1320,4760,6168,706,11071,1443,2479,query_sparse_24_196,patents
0,42,34,0,67,38,0,0,0,0,0,0,0,0,0,query_dense_4_3,patents
0,49,33,0,73,39,0,0,0,0,0,0,0,0,0,query_dense_4_138,patents
0,115,70,1881,61,85,135,11,8102,603,920,821,2873,2779,0,query_dense_16_157,patents
0,62,15,9102,75,22,37,0,0,856,8060,278,13035,2395,0,query_sparse_8_26,patents
0,43,28,0,71,33,0,0,0,0,0,0,0,0,0,query_dense_4_62,patents
0,9,64,0,0,0,0,0,3697,0,0,0,0,0,0,query_dense_4_190,patents
0,211,0,2608,115,0,180,0,742,2944,290,50,3628,4707,0,query_dense_8_42,patents
0,341,0,4742,7,0,397,0,4168,8645,1131,76,14683,6354,9035,query_dense_24_181,patents
0,184,67,4366,158,91,187,6,3890,990,3509,534,6620,2549,0,query_sparse_16_158,patents
0,95,115,6547,67,157,112,0,4392,1419,1747,806,10703,10742,0,query_dense_24_106,patents
0,134,46,0,98,31,202,29,5951,0,0,0,0,0,0,query_sparse_8_131,patents
0,53,30,0,86,37,0,0,0,0,0,0,0,0,0,query_dense_4_172,patents
0,205,57,5062,208,66,196,13,2903,1534,4551,1901,1079,1763,0,query_sparse_16_2,patents
0,141,46,17294,63,71,110,0,1692,3529,10374,2291,27954,10648,15674,query_dense_24_99,patents
0,71,1,6066,0,0,0,0,0,1371,5323,773,0,0,0,query_dense_4_115,patents
0,156,47,13051,151,51,202,22,2351,835,10857,3753,7603,6479,0,query_dense_24_28,patents
0,137,32,6270,46,36,198,15,4733,7162,2748,1255,15583,6509,9837,query_dense_24_89,patents
0,236,145,2935,251,158,295,19,8461,345,2509,2284,5815,1421,0,query_sparse_24_9,patents
0,101,92,7674,76,113,46,12,3606,1423,4250,4031,8513,3907,9432,query_dense_24_63,patents
0,64,0,11752,8,2,95,2,0,981,9306,2,19337,7535,0,query_dense_8_166,patents
0,130,38,11080,100,49,56,6,1623,2483,6106,1443,8333,5995,13955,query_dense_16_197,patents
0,381,126,7648,524,179,570,15,13625,4857,5948,1817,10133,5809,3331,query_dense_32_108,patents
0,628,44,3439,272,46,457,6,2478,9957,138,44,3342,3687,9200,query_dense_16_127,patents
0,135,103,9798,80,136,131,23,6010,2161,6462,2435,11652,9836,0,query_dense_32_135,patents
0,444,77,5094,165,110,413,11,1437,5488,2698,1849,7550,848,10381,query_sparse_16_56,patents
0,306,253,0,284,261,418,55,9123,0,0,0,0,0,0,query_sparse_32_125,patents
0,23,1,11163,2,1,16,0,397,781,5385,429,16166,8231,13800,query_dense_8_1,patents
0,61,56,5356,78,77,17,1,1781,407,4117,1915,3015,2509,0,query_dense_16_16,patents
0,193,63,8982,198,76,131,0,1987,3307,5515,696,8530,9228,0,query_dense_16_195,patents
0,66,81,7087,14,95,78,3,7071,1096,3987,1985,10326,8494,0,query_dense_16_193,patents
0,108,213,9645,71,274,50,0,1484,1594,1838,2336,14799,7222,9354,query_dense_32_197,patents
0,251,42,5908,295,32,384,15,5587,99,5776,268,8709,953,0,query_sparse_16_62,patents
0,369,109,7299,451,169,489,18,2100,840,7647,1862,0,0,0,query_sparse_24_180,patents
0,3,1,14455,2,2,1,0,0,125,7352,875,4835,3326,21833,query_dense_8_77,patents
0,10,47,0,0,0,0,0,3838,0,0,0,0,0,0,query_dense_4_117,patents
0,8,54,0,0,0,0,0,3702,0,0,0,0,0,0,query_dense_4_86,patents
0,230,110,5517,98,135,308,26,9926,2236,1767,714,3813,7032,7500,query_dense_24_72,patents
0,370,173,8337,251,149,334,42,10029,3358,6457,2232,3614,5053,0,query_sparse_32_132,patents
0,471,221,7931,266,263,402,20,2928,6094,4956,417,9335,6751,4648,query_sparse_32_139,patents
0,487,155,8448,186,202,449,0,1798,6749,6061,2235,8750,6364,0,query_sparse_24_110,patents
0,925,159,1654,792,201,1365,41,5082,2992,1428,821,2415,1309,0,query_sparse_32_23,patents
0,39,20,7851,59,26,21,0,0,535,5773,238,9982,5405,0,query_sparse_8_7,patents
0,11,1,0,0,0,9,5,4870,0,0,0,0,0,0,query_dense_8_107,patents
0,51,105,8679,45,119,21,7,2651,502,6906,3258,6582,4656,0,query_sparse_16_51,patents
0,418,111,15377,372,142,562,12,4145,3525,12503,3265,16680,8302,0,query_dense_32_164,patents
0,79,143,8729,54,162,49,17,2180,471,5797,1528,10334,7798,0,query_dense_24_48,patents
0,203,61,10863,172,105,207,0,0,2922,10334,2796,15891,2000,0,query_sparse_16_111,patents
0,211,84,5694,127,108,137,7,8005,3593,1661,530,3880,4178,12208,query_dense_24_135,patents
0,24,0,8424,5,0,26,0,386,682,4387,194,13473,4707,11144,query_dense_8_79,patents
0,52,52,4530,44,69,37,0,2039,736,1526,391,7456,7040,0,query_dense_16_72,patents
0,39,54,0,9,58,65,6,6467,0,0,0,0,0,0,query_sparse_8_158,patents
0,398,132,7411,233,164,462,15,2767,3741,5755,2461,7945,4597,0,query_sparse_24_121,patents
0,148,125,4718,126,176,199,4,7577,417,4196,758,1854,2831,516,query_dense_32_29,patents
0,166,106,5276,166,130,173,33,7652,927,2308,1236,5053,8307,0,query_dense_24_164,patents
0,133,30,5484,74,33,98,1,2183,2579,4235,1537,6806,3166,0,query_sparse_8_54,patents
0,106,112,9051,100,139,82,20,4994,570,7466,3639,7380,4655,0,query_sparse_24_39,patents
0,231,0,6357,133,0,166,0,0,4662,5040,329,8564,3663,0,query_sparse_8_24,patents
0,172,7,2368,168,3,261,12,1529,55,1612,1103,1709,2219,0,query_sparse_8_72,patents
0,130,168,9173,75,200,120,21,6395,994,2749,2525,14101,4607,6527,query_dense_32_147,patents
0,43,19,6763,59,24,20,0,0,732,880,300,9299,2460,10776,query_dense_8_7,patents
0,187,192,15306,159,241,218,20,2540,1253,14826,1662,12090,1840,0,query_sparse_32_172,patents
0,94,49,7676,83,31,129,25,4748,354,2366,844,8371,10252,8119,query_dense_16_26,patents
0,72,67,10481,73,105,31,0,0,822,8466,2412,15221,5392,0,query_sparse_16_9,patents
0,12,49,0,0,0,0,0,3741,0,0,0,0,0,0,query_dense_4_64,patents
0,273,41,7046,206,30,257,18,1871,3646,2708,3000,5774,2369,0,query_sparse_16_58,patents
0,117,37,0,97,35,187,19,6048,0,0,0,0,0,0,query_sparse_8_169,patents
0,63,96,7702,53,124,40,6,1032,328,1990,223,8395,3109,20734,query_dense_16_178,patents
0,168,49,4599,277,64,58,1,1380,3300,3143,2344,3538,4117,0,query_sparse_16_184,patents
0,362,90,5264,155,116,419,2,3065,3688,3834,816,6775,3874,0,query_sparse_16_17,patents
0,114,143,9759,38,167,142,24,7664,840,6518,4212,11381,9481,0,query_dense_32_152,patents
0,53,23,0,79,30,0,0,0,0,0,0,0,0,0,query_dense_4_76,patents
0,929,23,5950,677,27,1234,0,812,7852,5163,1622,367,2540,0,query_sparse_16_139,patents
0,274,30,7279,422,31,357,8,7056,1234,4784,917,1861,7087,0,query_dense_16_183,patents
0,243,182,14165,203,234,130,24,2639,2465,10161,1217,15346,1645,15103,query_sparse_32_27,patents
0,220,0,5341,107,0,60,0,0,5734,1770,766,4931,2786,13298,query_dense_8_86,patents
0,246,88,1328,242,109,292,13,8088,756,765,694,359,1871,0,query_sparse_16_98,patents
0,62,69,0,33,72,52,20,10019,0,0,0,0,0,0,query_dense_16_182,patents
0,65,56,10695,39,83,31,0,119,1877,4231,623,10994,8489,14754,query_dense_16_134,patents
0,61,4,7276,93,4,80,3,1478,79,7353,2016,0,0,0,query_sparse_8_174,patents
0,54,7,5671,110,3,72,8,1153,261,603,208,3701,5173,14728,query_dense_8_2,patents
0,230,39,0,107,39,366,11,4850,0,0,0,0,0,0,query_sparse_8_122,patents
