Data,Pattern,Algorithm,Load and preprocess time,Filtering time,Ordering time,Enumeration time,Total time,#Embeddings
yeast,query_dense_32_177,DPiso,0.00530093,0.00084488,2.115e-05,0.0124512,0.01861816,71232
yeast,query_sparse_16_155,ORBIT,0.01377917,0.00108931,3.954e-05,0.00018403,0.01509205,9772
yeast,query_dense_8_167,VF2++,0.00553087,0.00016613,3.374e-05,0.06019479,0.06592553,398046
yeast,query_dense_8_26,ORBIT,0.02805704,0.00092973,2.558e-05,0.00050734,0.029519689999999998,12960
yeast,query_dense_24_163,ORBIT,0.0095836,0.00286032,7.319e-05,9.8e-05,0.012615109999999999,4536
yeast,query_dense_24_113,TurboISO,0.02292847,0.00023355,2.746e-05,0.38783954,0.41102901999999997,2817522
yeast,query_dense_32_142,GraphQL,0.00521929,0.00087373,2.371e-05,0.00168573,0.007802459999999999,4464
yeast,query_sparse_8_68,TurboISO,0.01854841,0.00062339,3.387e-05,9.14419687,9.16340254,160270402
yeast,query_sparse_24_197,TurboISO,0.01812215,0.00026369,2.936e-05,903.46905562,903.48747082,31156377867
yeast,query_sparse_32_10,ORBIT,0.00610029,0.00161615,0.00013477,166.34331056,166.35116177,20350809400
yeast,query_dense_8_87,DPiso,0.00571483,0.00021489,1.555e-05,0.00283903,0.008784299999999998,37182
yeast,query_dense_24_85,GraphQL,0.01143387,0.00075261,2.109e-05,0.10810526,0.12031283,12204
yeast,query_dense_24_19,ORBIT,0.00571838,0.00136626,7.766e-05,0.00012198,0.007284280000000001,152
yeast,query_dense_24_119,GraphQL,0.0051703,0.00056888,1.995e-05,0.02280968,0.02856881,372680
yeast,query_sparse_24_37,DPiso,0.00520409,0.00031694,1.855e-05,0.4698059,0.47534548,759713
yeast,query_dense_32_106,DPiso,0.00557903,0.00047898,1.805e-05,2.3426664,2.34874246,9935984
yeast,query_sparse_24_130,ORBIT,0.00563021,0.00139772,6.97e-05,1.70082441,1.7079220400000001,54469428
yeast,query_sparse_8_174,TurboISO,0.03764811,0.00029322,2.57e-05,0.00203085,0.03999787999999999,11695
yeast,query_dense_16_148,GraphQL,0.00533258,0.0004248,1.78e-05,0.00027537,0.00605055,607
yeast,query_dense_24_196,GraphQL,0.00562259,0.00064084,1.993e-05,0.0003923,0.00667566,5388
yeast,query_dense_32_81,TurboISO,0.01623383,0.0002998,3.113e-05,265.02005773,265.03662249,1357560
yeast,query_sparse_16_134,VF2++,0.01374591,0.00023721,3.776e-05,170.90594231,170.91996319,1289891586
yeast,query_dense_4_74,DPiso,0.00522219,0.00017957,1.858e-05,0.00088762,0.00630796,1802
yeast,query_sparse_16_3,GraphQL,0.00572713,0.00032492,1.845e-05,0.00383171,0.00990221,88768
yeast,query_dense_16_153,ORBIT,0.00550251,0.00117189,4.208e-05,4.816e-05,0.006764640000000001,1170
yeast,query_sparse_24_126,TurboISO,0.01299303,0.00027084,3.046e-05,8.09595959,8.10925392,1288801710
yeast,query_dense_16_118,ORBIT,0.01209757,0.00140428,4.53e-05,0.00039775,0.0139449,2196
yeast,query_sparse_8_27,VF2++,0.02306511,0.00016453,4.098e-05,0.03915091,0.062421529999999996,693934
yeast,query_dense_8_26,DPiso,0.01518511,0.00017512,1.486e-05,0.00171232,0.01708741,12960
yeast,query_dense_32_98,ORBIT,0.01591783,0.0016124,0.00013263,0.00051236,0.018175220000000002,22632
yeast,query_dense_16_21,DPiso,0.00571157,0.00053893,1.949e-05,0.01281079,0.01908078,16280
yeast,query_dense_32_155,GraphQL,0.00526045,0.00111301,2.368e-05,10.9258191,10.93221624,5355584
yeast,query_sparse_16_54,TurboISO,0.01862343,0.00023288,2.545e-05,0.05382049,0.07270225,5041115
yeast,query_sparse_8_10,DPiso,0.02017032,7.632e-05,1.452e-05,1.067e-05,0.02027183,6
yeast,query_dense_8_199,TurboISO,0.00467312,0.00027207,2.55e-05,0.00027276,0.005243450000000001,3984
yeast,query_dense_32_97,GraphQL,0.0046142,0.00091708,2.318e-05,0.00582805,0.01138251,11376
yeast,query_dense_32_113,VF2++,0.02278894,0.00045597,5.182e-05,0.1325751,0.15587183,80640
yeast,query_sparse_8_142,VF2++,0.0055172,0.00017303,3.409e-05,0.12588484,0.13160916,283728
yeast,query_dense_8_13,GraphQL,0.02373043,0.0012793,1.568e-05,11.92808593,11.95311134,7708568
yeast,query_dense_32_10,TurboISO,0.01004421,0.00107037,2.919e-05,0.42953689,0.44068066,288750
yeast,query_dense_8_40,VF2++,0.01771434,0.00012322,3.652e-05,0.0802078,0.09808188,286008
yeast,query_dense_24_122,DPiso,0.00545339,0.00100141,2.163e-05,1.27718048,1.28365691,7612112
yeast,query_sparse_24_85,TurboISO,0.02271227,0.00031206,3.111e-05,4.20061446,4.2236699,320333371
yeast,query_dense_8_100,TurboISO,0.01979892,4.913e-05,2.839e-05,2.609e-05,0.01990253,94
yeast,query_dense_4_109,GraphQL,0.00534433,0.00030502,1.718e-05,0.01275725,0.01842378,10995
yeast,query_dense_24_54,GraphQL,0.00528814,0.00074329,2.142e-05,0.00261829,0.00867114,17986
yeast,query_dense_32_105,GraphQL,0.02880586,0.00050906,2.318e-05,4.226e-05,0.029380359999999998,324
yeast,query_dense_16_75,ORBIT,0.00504401,0.00118968,4.05e-05,6.008e-05,0.0063342699999999995,70
yeast,query_sparse_24_45,GraphQL,0.00562526,0.00081711,2.127e-05,861.74191338,861.74837702,2851215812
yeast,query_dense_4_104,GraphQL,0.03214915,0.00011359,1.958e-05,1.194e-05,0.03229426,24
yeast,query_sparse_24_147,TurboISO,0.00521432,0.0003883,2.911e-05,2.07667579,2.08230752,7673644
yeast,query_dense_8_43,VF2++,0.019188,0.00013428,3.346e-05,0.02052938,0.039885119999999996,873232
yeast,query_dense_8_163,VF2++,0.0055999,0.000113,3.456e-05,0.00060919,0.00635665,76284
yeast,query_dense_8_198,ORBIT,0.0161401,0.00077361,2.085e-05,1.012e-05,0.01694468,1
yeast,query_dense_32_120,GraphQL,0.00529516,0.00088325,2.241e-05,0.00055946,0.0067602800000000005,12960
yeast,query_dense_24_7,GraphQL,0.00534063,0.00221085,2.201e-05,0.22262582,0.23019931,972216
yeast,query_dense_8_68,GraphQL,0.03430753,0.00134297,1.595e-05,38.54492406,38.58059051,29316876
yeast,query_sparse_8_171,TurboISO,0.02665491,0.00035816,2.672e-05,0.00277162,0.02981141,85004
yeast,query_dense_16_196,TurboISO,0.01686517,0.00044682,2.883e-05,0.49780138,0.5151422,907594
yeast,query_sparse_16_138,TurboISO,0.0223099,0.00066134,3.557e-05,401.59399692,401.61700373,15252593575
yeast,query_sparse_8_41,DPiso,0.0052374,0.00076102,3.602e-05,21.65320073,21.65923517,106504908
yeast,query_dense_16_89,ORBIT,0.00573889,0.0011972,4.064e-05,6.235e-05,0.00703908,1084
yeast,query_sparse_8_92,GraphQL,0.00513675,0.00063158,1.581e-05,0.02177681,0.02756095,12798
yeast,query_sparse_16_26,GraphQL,0.00555555,0.00091339,1.796e-05,166.16794242,166.17442932,258416970
yeast,query_dense_4_59,ORBIT,0.02551066,0.00099942,1.922e-05,6.839e-05,0.026597690000000004,629
yeast,query_dense_24_90,DPiso,0.00538665,0.00032767,1.75e-05,0.00028662,0.00601844,2736
yeast,query_dense_4_77,DPiso,0.00539078,0.00031152,1.624e-05,0.00054631,0.006264850000000001,2022
yeast,query_dense_16_33,TurboISO,0.00529545,0.00014355,2.346e-05,0.00039414,0.005856600000000001,3030
yeast,query_sparse_8_77,GraphQL,0.00940787,0.00035708,1.574e-05,0.00654659,0.01632728,18982
yeast,query_dense_8_186,ORBIT,0.00510625,0.00144772,2.437e-05,0.00149395,0.00807229,60500
yeast,query_dense_16_9,VF2++,0.0190725,0.00025142,3.794e-05,0.00100882,0.02037068,22776
yeast,query_dense_4_199,ORBIT,0.00533865,0.00096915,1.862e-05,4.161e-05,0.00636803,1039
yeast,query_dense_24_179,DPiso,0.00506801,0.00050254,2.016e-05,0.03399296,0.03958367,69463
yeast,query_dense_4_57,DPiso,0.00504721,0.00014845,1.539e-05,0.00033068,0.005541729999999999,1692
yeast,query_dense_32_121,DPiso,0.00514032,0.00051335,1.801e-05,0.16155566,0.16722734,1018293
yeast,query_sparse_16_12,VF2++,0.01960139,0.00017994,3.933e-05,0.48562906,0.50544972,8105145
yeast,query_dense_8_24,ORBIT,0.00544776,0.00126033,2.215e-05,0.01125009,0.017980330000000003,308788
yeast,query_dense_4_166,DPiso,0.0051059,9.031e-05,1.661e-05,6.082e-05,0.00527364,3787
yeast,query_dense_24_89,DPiso,0.00489424,0.00054221,1.839e-05,9.81677912,9.82223396,209728
yeast,query_dense_16_176,GraphQL,0.00495272,0.00079707,1.854e-05,0.45089782,0.45666615,293841
yeast,query_dense_16_103,ORBIT,0.00516694,0.00108614,4.45e-05,1.726e-05,0.00631484,45
yeast,query_sparse_8_12,VF2++,0.02209271,5.85e-05,3.407e-05,9.6e-06,0.02219488,19
yeast,query_sparse_16_22,TurboISO,0.00556724,0.00020745,2.694e-05,0.75513879,0.76094042,60092636
yeast,query_dense_24_5,GraphQL,0.00559057,0.00079023,2.008e-05,2.342e-05,0.006424299999999999,2
yeast,query_sparse_16_186,ORBIT,0.00579329,0.00148345,3.409e-05,9.18003182,9.18734265,1302774122
yeast,query_dense_32_114,DPiso,0.02576267,0.00065676,1.895e-05,0.29015017,0.31658854999999997,1104000
yeast,query_sparse_16_55,VF2++,0.03261961,0.00034798,7.442e-05,0.00152836,0.034570369999999996,4992
yeast,query_sparse_16_35,DPiso,0.00528317,0.00048062,1.766e-05,0.73782169,0.7436031399999999,21929232
yeast,query_dense_4_142,TurboISO,0.00589909,0.0002522,2.501e-05,0.0001915,0.0063678,16190
yeast,query_dense_16_21,TurboISO,0.03389676,0.00015327,2.258e-05,0.04588847,0.07996107999999999,16280
yeast,query_dense_4_29,TurboISO,0.02230853,0.00024245,2.441e-05,0.00040489,0.022980280000000002,50944
yeast,query_dense_4_21,ORBIT,0.00918999,0.00187143,2.009e-05,2.592e-05,0.011107430000000001,228
yeast,query_sparse_24_78,VF2++,0.02677619,0.00035483,4.443e-05,109.87420384,109.90137929000001,43019811
yeast,query_dense_32_95,ORBIT,0.00537717,0.00151023,0.00012337,0.00010307,0.007113840000000001,3360
yeast,query_sparse_24_90,GraphQL,0.00516779,0.00073726,2.123e-05,1553.00385203,1553.00977831,5665893800
yeast,query_sparse_8_46,GraphQL,0.00587345,0.0011555,1.513e-05,3.29134599,3.29839007,4148621
yeast,query_dense_8_137,DPiso,0.00524223,0.00015301,1.562e-05,0.00014624,0.0055571,304
yeast,query_dense_24_172,TurboISO,0.01977834,0.00036605,2.79e-05,0.00110534,0.02127763,9720
yeast,query_dense_32_112,VF2++,0.02352763,0.00037175,0.00016079,0.5135857,0.5376458700000001,5634
yeast,query_sparse_16_87,VF2++,0.00512477,0.00023846,4.223e-05,0.2050149,0.21042036,2472114
yeast,query_sparse_8_16,ORBIT,0.00532052,0.00172356,2.231e-05,3.82455816,3.83162455,289970262
yeast,query_dense_32_161,GraphQL,0.00493862,0.00085688,2.433e-05,0.00149632,0.00731615,276
yeast,query_dense_4_99,TurboISO,0.02855631,0.00019618,2.312e-05,0.0003939,0.029169510000000003,32956
yeast,query_dense_4_57,VF2++,0.0051082,7.064e-05,3.391e-05,0.00037072,0.00558347,1692
yeast,query_dense_16_9,DPiso,0.00496294,0.00031636,1.532e-05,0.00106515,0.00635977,22776
yeast,query_dense_16_157,TurboISO,0.02175668,0.00013651,2.487e-05,0.0032933,0.02521136,2368
yeast,query_dense_16_161,DPiso,0.00642647,0.0003956,1.709e-05,6.40139112,6.408230280000001,327620
yeast,query_dense_32_42,GraphQL,0.00526414,0.00073212,2.373e-05,0.00017254,0.006192529999999999,2238
yeast,query_dense_8_181,DPiso,0.0396368,0.00086696,1.551e-05,4.08e-05,0.040560070000000004,232
yeast,query_sparse_32_61,ORBIT,0.01145703,0.00142882,0.00012223,85.20661977,85.21962785000001,6322206240
yeast,query_dense_32_151,ORBIT,0.0280817,0.00172017,0.0001351,0.00272863,0.0326656,24280
yeast,query_sparse_8_120,TurboISO,0.02149025,0.0008398,3.497e-05,15.77363862,15.79600364,151099046
yeast,query_dense_16_138,DPiso,0.02026162,0.00075362,1.858e-05,0.35730515,0.37833897,22320
yeast,query_dense_16_128,DPiso,0.01226106,0.00090766,2.215e-05,0.17347266,0.18666353,906936
yeast,query_dense_4_194,VF2++,0.00545273,4.094e-05,4.459e-05,9.05e-06,0.00554731,17
yeast,query_dense_32_167,GraphQL,0.00522581,0.0010541,2.577e-05,73.8099288,73.81623447999999,43530144
yeast,query_dense_8_149,ORBIT,0.00501456,0.00077936,2.159e-05,2.285e-05,0.00583836,368
yeast,query_sparse_16_31,ORBIT,0.00527719,0.00118542,3.901e-05,0.0008981,0.00739972,46647
yeast,query_sparse_32_94,ORBIT,0.01479485,0.00143809,0.00011469,121.02247643,121.03882406,10052490231
yeast,query_dense_24_190,GraphQL,0.00569279,0.00055932,2.121e-05,0.00046338,0.0067367,325
yeast,query_sparse_16_30,TurboISO,0.06791181,0.00012194,2.308e-05,0.00021708,0.06827391,14637
yeast,query_sparse_24_117,DPiso,0.00541222,0.00042966,2.168e-05,1745.41423252,1745.4200960800001,109964919182
yeast,query_dense_24_166,GraphQL,0.00631258,0.00102169,2.263e-05,0.00131089,0.00866779,552
yeast,query_dense_4_96,DPiso,0.00517506,5.998e-05,1.376e-05,1.115e-05,0.00525995,15
yeast,query_dense_8_100,GraphQL,0.005309,0.00012263,1.627e-05,2.493e-05,0.005472830000000001,94
yeast,query_dense_24_163,TurboISO,0.02507679,0.0001568,2.83e-05,0.00082025,0.02608214,4536
yeast,query_sparse_16_81,GraphQL,0.00624314,0.00143315,1.878e-05,54.38554584,54.393240909999996,67891200
yeast,query_dense_32_88,TurboISO,0.01889635,0.00043617,3.086e-05,1.75874704,1.77811042,245604
yeast,query_dense_24_15,TurboISO,0.03856391,0.0004939,2.678e-05,0.00408221,0.0431668,11760
yeast,query_sparse_16_171,TurboISO,0.01546943,0.00019134,2.621e-05,0.00245728,0.01814426,143820
yeast,query_dense_24_86,ORBIT,0.02172583,0.00182727,7.344e-05,0.63275143,0.65637797,7225504
yeast,query_sparse_16_76,DPiso,0.00565708,0.00030278,2.162e-05,0.00025674,0.00623822,22234
yeast,query_sparse_32_122,ORBIT,0.00509583,0.0018456,0.00012192,1380.71151944,1380.71858279,147221103128
yeast,query_sparse_24_170,DPiso,0.00510066,0.00046465,2.037e-05,2.56946664,2.5750523199999997,9883200
yeast,query_dense_24_4,VF2++,0.01331828,0.00028904,4.322e-05,0.07099256,0.0846431,11619
yeast,query_sparse_24_146,TurboISO,0.02671256,0.00029339,2.655e-05,0.00208293,0.02911543,275960
yeast,query_dense_4_44,VF2++,0.00539027,3.859e-05,3.405e-05,7.65e-06,0.005470559999999999,24
yeast,query_sparse_16_19,DPiso,0.00524132,0.00022118,1.614e-05,0.00346615,0.00894479,5434
yeast,query_dense_16_74,DPiso,0.00509895,0.00040693,1.665e-05,0.00016034,0.00568287,318
yeast,query_sparse_16_127,VF2++,0.00534944,0.00024605,4.871e-05,0.00050405,0.00614825,12012
yeast,query_sparse_32_121,VF2++,0.02528981,0.00044596,5.175e-05,0.27436784,0.30015536,31844574
yeast,query_sparse_32_19,TurboISO,0.00897222,0.00024069,2.926e-05,48.38943636,48.39867853,715432536
yeast,query_sparse_8_19,ORBIT,0.01970364,0.00074765,2.231e-05,1.522e-05,0.02048882,239
yeast,query_dense_32_181,DPiso,0.004982,0.00114736,2.279e-05,1130.8856622,1130.89181435,15702560
yeast,query_dense_32_161,DPiso,0.00508699,0.00037095,1.756e-05,0.00092079,0.00639629,276
yeast,query_dense_8_54,TurboISO,0.02285657,0.00011107,2.63e-05,0.00494044,0.02793438,27012
yeast,query_dense_32_81,VF2++,0.0156734,0.00042485,5.313e-05,111.53600988,111.55216125999999,1357560
yeast,query_dense_24_150,ORBIT,0.01432874,0.00142538,7.209e-05,0.00032973,0.01615594,2496
yeast,query_sparse_8_21,DPiso,0.00545278,9.037e-05,1.568e-05,1.147e-05,0.0055703,75
yeast,query_sparse_16_50,TurboISO,0.01475899,0.0001364,2.437e-05,0.0256213,0.04054106,3223872
yeast,query_sparse_8_55,GraphQL,0.00534645,0.00036466,1.514e-05,0.00136653,0.00709278,10611
yeast,query_dense_4_151,DPiso,0.00518442,0.00032498,2.739e-05,0.01037603,0.01591282,74738
yeast,query_sparse_16_62,ORBIT,0.00516012,0.00128567,4.351e-05,0.08685509,0.09334439,3316498
yeast,query_dense_4_22,TurboISO,0.02477826,0.00015837,1.9e-05,0.00031545,0.02527108,308
yeast,query_dense_32_32,GraphQL,0.00544785,0.00119964,2.46e-05,7.4949228,7.501594890000001,57018240
yeast,query_dense_16_71,ORBIT,0.00521523,0.00123462,4.669e-05,0.00010103,0.0065975700000000005,2295
yeast,query_dense_16_134,GraphQL,0.00501799,0.00056802,1.758e-05,0.08456282,0.09016641,753447
yeast,query_dense_4_113,VF2++,0.01491272,6.457e-05,3.035e-05,4.183e-05,0.01504947,3366
yeast,query_dense_8_118,GraphQL,0.00507426,0.00019511,1.667e-05,0.00014479,0.005430829999999999,1381
yeast,query_dense_24_110,TurboISO,0.0172591,0.00035386,2.841e-05,0.30876422,0.32640558999999997,7485712
yeast,query_dense_4_135,VF2++,0.00575881,3.837e-05,3.356e-05,1.146e-05,0.0058422,55
yeast,query_dense_16_164,GraphQL,0.00506194,0.0003136,1.813e-05,6.768e-05,0.005461349999999999,252
yeast,query_sparse_16_176,ORBIT,0.01828169,0.00141102,4.253e-05,0.17967641,0.19941165,4608363
yeast,query_dense_4_63,TurboISO,0.02367462,0.00011291,2.275e-05,0.00050987,0.02432015,416
yeast,query_sparse_24_76,ORBIT,0.00544509,0.0011916,6.606e-05,0.03178299,0.03848574,2442144
yeast,query_sparse_24_110,VF2++,0.02645314,0.00037044,4.43e-05,4.11592865,4.14279653,326549086
yeast,query_dense_32_92,DPiso,0.00604374,0.00036116,1.795e-05,0.49072539,0.49714823999999996,441280
yeast,query_sparse_32_92,TurboISO,0.02413131,0.00029283,3.246e-05,13.3485694,13.373026000000001,930809504
yeast,query_dense_32_151,TurboISO,0.0234683,0.00039684,3.121e-05,0.00951593,0.03341228,24280
yeast,query_dense_16_182,TurboISO,0.01115655,0.00013155,2.414e-05,5.155e-05,0.011363789999999999,204
yeast,query_dense_4_82,GraphQL,0.0047417,0.00014977,1.581e-05,0.00069339,0.005600669999999999,801
yeast,query_sparse_24_174,TurboISO,0.00924059,0.00050722,8.273e-05,0.65080585,0.6606363900000001,1550304
yeast,query_dense_24_129,VF2++,0.0052453,0.00025055,4.701e-05,0.09130241,0.09684527,912
yeast,query_dense_24_181,TurboISO,0.03054711,0.00031784,8.667e-05,0.04606292,0.07701453999999999,1660344
yeast,query_sparse_24_29,TurboISO,0.0051362,0.00030994,3.117e-05,93.04788901,93.05336632000001,9456687584
yeast,query_dense_4_146,TurboISO,0.0135868,5.853e-05,1.957e-05,6.63e-06,0.01367153,85
yeast,query_sparse_16_128,VF2++,0.00526003,0.00030048,4.633e-05,46.48624447,46.49185131,541448341
yeast,query_dense_32_12,TurboISO,0.0055002,0.00035474,3.227e-05,9.06079645,9.066683659999999,3836610
yeast,query_sparse_16_136,VF2++,0.0225625,0.00026983,3.92e-05,146.0855504,146.10842193,20903657598
yeast,query_dense_24_47,VF2++,0.00896169,0.0003066,4.689e-05,0.15525967,0.16457485,100200
yeast,query_sparse_8_191,ORBIT,0.00522371,0.00096943,2.326e-05,1.102e-05,0.00622742,15
yeast,query_sparse_8_112,ORBIT,0.00527684,0.00092523,2.091e-05,1.474e-05,0.0062377199999999995,196
yeast,query_dense_32_17,TurboISO,0.03025471,0.00034278,3.123e-05,0.24698278,0.2776115,69540
yeast,query_dense_32_80,ORBIT,0.00570494,0.00213747,0.00012063,792.49423284,792.50219588,13714703039
yeast,query_sparse_32_70,VF2++,0.02648318,0.00047175,5.165e-05,123.68828113,123.71528771,17253312912
yeast,query_sparse_8_34,TurboISO,0.01643202,0.00059322,3.102e-05,5.81495784,5.8320141,282207643
yeast,query_dense_8_193,GraphQL,0.00505142,0.00030851,1.563e-05,8.635e-05,0.0054619099999999995,79
yeast,query_dense_4_165,ORBIT,0.00511293,0.00097192,1.784e-05,2.377e-05,0.00612646,983
yeast,query_dense_4_122,GraphQL,0.01997737,0.00019471,1.443e-05,0.0013222,0.02150871,781
yeast,query_sparse_16_33,TurboISO,0.01697117,0.00018074,2.497e-05,23.73726766,23.75444454,2228419786
yeast,query_dense_24_117,ORBIT,0.01953634,0.00143904,8.128e-05,0.02537202,0.04642868,55346
yeast,query_sparse_24_147,ORBIT,0.02773921,0.00126761,6.544e-05,0.11349379,0.14256605,7565140
yeast,query_sparse_8_128,TurboISO,0.01699034,0.00019661,2.308e-05,0.00051375,0.01772378,2672
yeast,query_dense_4_57,ORBIT,0.01541493,0.00100819,1.841e-05,0.00017649,0.01661802,1689
yeast,query_dense_16_186,DPiso,0.0051694,0.0003094,1.721e-05,0.46856916,0.47406517,623856
yeast,query_dense_8_128,VF2++,0.02403855,9.311e-05,3.334e-05,0.00064804,0.024813039999999998,1584
yeast,query_dense_32_56,DPiso,0.0050976,0.00035185,1.744e-05,0.00375715,0.00922404,4992
yeast,query_sparse_24_78,ORBIT,0.00562463,0.00159283,7.87e-05,1.01093835,1.01823451,43019811
yeast,query_dense_32_129,VF2++,0.02196015,0.00044206,5.228e-05,45.41004694,45.43250143,252233488
yeast,query_dense_24_170,DPiso,0.00507737,0.00034837,1.741e-05,0.01703817,0.02248132,56019
yeast,query_sparse_16_12,GraphQL,0.01685347,0.00056515,2.136e-05,1.06330642,1.0807464,8105145
yeast,query_dense_32_187,TurboISO,0.02561895,0.00065858,3.442e-05,5.90502725,5.9313392,937216
yeast,query_sparse_16_143,GraphQL,0.00535568,0.00116789,1.892e-05,11.54713231,11.5536748,7709252
yeast,query_dense_24_23,TurboISO,0.00529487,0.00017546,2.721e-05,0.00042037,0.005917909999999999,510
yeast,query_sparse_8_87,VF2++,0.02572802,9.549e-05,3.414e-05,0.00627777,0.03213542,238740
yeast,query_dense_24_127,ORBIT,0.01536496,0.00176672,6.99e-05,0.00847844,0.02568002,183920
yeast,query_dense_32_91,DPiso,0.00520802,0.00064946,1.971e-05,4.53472986,4.540607049999999,491984
yeast,query_dense_4_152,DPiso,0.0049936,8.577e-05,1.524e-05,3.02e-05,0.00512481,1932
yeast,query_sparse_16_98,GraphQL,0.00587806,0.00062389,1.819e-05,0.9904319,0.99695204,1066716
yeast,query_sparse_8_181,DPiso,0.00533983,0.00034823,1.673e-05,5.186e-05,0.00575665,1985
yeast,query_sparse_8_2,GraphQL,0.00481649,0.00057379,1.588e-05,0.11920781,0.12461396999999999,223367
yeast,query_dense_32_43,GraphQL,0.00533462,0.00119957,2.573e-05,18.88643229,18.89299221,1833384
yeast,query_dense_4_175,GraphQL,0.00515167,0.00017405,1.564e-05,0.00329434,0.0086357,5949
yeast,query_sparse_16_121,TurboISO,0.02113958,0.00013826,2.439e-05,8.602e-05,0.02138825,2544
yeast,query_sparse_16_161,VF2++,0.02871688,0.00026477,3.898e-05,6.28707121,6.3160918399999995,785623
yeast,query_sparse_32_84,VF2++,0.02503041,0.00042152,4.963e-05,369.40925222,369.43475378,18638346942
yeast,query_dense_16_156,ORBIT,0.00533763,0.00113362,4.219e-05,0.00013878,0.00665222,257
yeast,query_dense_8_1,DPiso,0.00520092,0.00045415,1.758e-05,0.08647381,0.09214646,149616
yeast,query_dense_8_103,GraphQL,0.02057647,0.00024218,3.355e-05,1.875e-05,0.020870950000000003,38
yeast,query_dense_4_198,TurboISO,0.01521384,0.00026747,2.45e-05,0.00036165,0.01586746,38057
yeast,query_dense_24_158,VF2++,0.02108452,0.0003436,4.645e-05,0.0003677,0.021842269999999997,420
yeast,query_sparse_8_28,GraphQL,0.0056816,0.00105314,1.559e-05,0.94463662,0.9513869500000001,3494510
yeast,query_dense_8_172,TurboISO,0.038685,8.522e-05,2.421e-05,5.652e-05,0.03885094999999999,35
yeast,query_dense_16_192,DPiso,0.0047195,0.00030081,1.634e-05,0.03221476,0.03725141,7380
yeast,query_dense_4_88,TurboISO,0.01755339,0.00047068,7.435e-05,0.00041053,0.01850895,15750
yeast,query_dense_8_86,ORBIT,0.0180355,0.00097576,2.346e-05,1.142e-05,0.01904614,8
yeast,query_dense_24_46,VF2++,0.01788027,0.00033887,4.277e-05,1.4612832,1.47954511,8399500
yeast,query_dense_16_30,ORBIT,0.00509456,0.00108053,3.753e-05,3.114e-05,0.006243759999999999,1165
yeast,query_dense_8_178,ORBIT,0.01597884,0.00112811,3.041e-05,0.00486579,0.022003150000000006,43032
yeast,query_dense_8_161,VF2++,0.00580143,0.00011129,3.095e-05,0.04367065,0.049614319999999996,350304
yeast,query_dense_24_180,DPiso,0.00523024,0.00029418,1.741e-05,0.00761121,0.01315304,476886
yeast,query_sparse_16_51,VF2++,0.01931638,0.00022214,3.765e-05,0.0068094,0.02638557,492036
yeast,query_sparse_16_157,VF2++,0.01776777,0.00024838,4.593e-05,0.14039507,0.15845715000000002,1201500
yeast,query_dense_4_8,GraphQL,0.00571671,6.65e-05,1.647e-05,1.324e-05,0.00581292,18
yeast,query_dense_8_20,VF2++,0.02259926,0.00014839,3.651e-05,2.851e-05,0.02281267,180
yeast,query_dense_4_98,DPiso,0.00546539,0.00012143,1.555e-05,0.00013164,0.005734009999999999,12402
yeast,query_dense_8_171,ORBIT,0.00568424,0.00141003,2.894e-05,0.00046737,0.0075905799999999995,5291
yeast,query_sparse_24_78,TurboISO,0.0325971,0.00041655,3.897e-05,77.68070555,77.71375817,43019811
yeast,query_dense_4_141,DPiso,0.00508411,6.004e-05,1.444e-05,1.149e-05,0.0051700800000000005,87
yeast,query_dense_4_95,TurboISO,0.0282734,0.00016191,2.61e-05,0.00069708,0.029158490000000002,1248
yeast,query_dense_32_55,VF2++,0.02455599,0.00047019,5.468e-05,18.08704033,18.11212119,885916440
yeast,query_sparse_16_11,VF2++,0.00521809,0.00026686,4.389e-05,0.00075096,0.0062798,5428
yeast,query_sparse_16_71,DPiso,0.00549752,0.00022655,1.618e-05,0.47153266,0.47727291,3626526
yeast,query_dense_32_22,GraphQL,0.00521956,0.00085916,2.352e-05,0.00204323,0.00814547,7548
yeast,query_dense_4_80,TurboISO,0.00582867,0.00020447,2.104e-05,0.00018376,0.00623794,2305
yeast,query_dense_16_47,ORBIT,0.00545101,0.00114186,3.998e-05,0.00010577,0.00673862,3520
yeast,query_dense_24_14,TurboISO,0.01292039,0.00015105,2.677e-05,0.04700035,0.06009856,7780
yeast,query_dense_8_167,ORBIT,0.01989612,0.00141637,2.32e-05,0.01019,0.03152569,397094
yeast,query_dense_24_2,DPiso,0.00531374,0.00093624,1.927e-05,1755.05576564,1755.06203489,71689513
yeast,query_dense_32_85,TurboISO,0.02990646,0.0002691,2.88e-05,0.00084221,0.03104657,4324
yeast,query_sparse_8_193,ORBIT,0.0050989,0.00102134,2.228e-05,3.434e-05,0.00617686,294
yeast,query_dense_24_123,VF2++,0.0148752,0.00034156,4.22e-05,0.00014846,0.015407419999999998,24
yeast,query_dense_32_87,ORBIT,0.02461173,0.00179233,0.00012327,0.14652541,0.17305273999999998,3557760
yeast,query_dense_32_114,GraphQL,0.00484308,0.00096902,2.399e-05,0.22812777,0.23396386,1104000
yeast,query_sparse_32_136,DPiso,0.0054377,0.00043211,2.153e-05,11.77051798,11.776409319999999,976502648
yeast,query_sparse_24_111,DPiso,0.00496708,0.00039091,1.89e-05,648.75619609,648.76157298,39034001153
